Date,Close
6/2/2015,225.802994
6/3/2015,225.873993
6/4/2015,224.324005
6/5/2015,224.951996
6/6/2015,225.619003
6/7/2015,222.880997
6/8/2015,228.488998
6/9/2015,229.048004
6/10/2015,228.802994
6/11/2015,229.705002
6/12/2015,229.981995
6/13/2015,232.401993
6/14/2015,233.542999
6/15/2015,236.822998
6/16/2015,250.895004
6/17/2015,249.283997
6/18/2015,249.007004
6/19/2015,244.606003
6/20/2015,245.212006
6/21/2015,243.944
6/22/2015,246.990005
6/23/2015,244.296005
6/24/2015,240.514999
6/25/2015,242.798996
6/26/2015,243.593994
6/27/2015,250.990005
6/28/2015,249.011002
6/29/2015,257.063995
6/30/2015,263.071991
7/1/2015,258.621002
7/2/2015,255.412003
7/3/2015,256.335999
7/4/2015,260.885986
7/5/2015,271.912994
7/6/2015,269.029999
7/7/2015,266.207001
7/8/2015,270.785004
7/9/2015,269.227997
7/10/2015,284.894012
7/11/2015,293.11499
7/12/2015,310.867004
7/13/2015,292.053986
7/14/2015,287.463989
7/15/2015,285.82901
7/16/2015,278.088989
7/17/2015,279.471985
7/18/2015,274.901001
7/19/2015,273.614014
7/20/2015,278.980988
7/21/2015,275.833008
7/22/2015,277.221985
7/23/2015,276.049011
7/24/2015,288.278015
7/25/2015,288.696991
7/26/2015,292.686005
7/27/2015,293.623993
7/28/2015,294.427002
7/29/2015,289.589996
7/30/2015,287.721985
7/31/2015,284.649994
8/1/2015,281.601013
8/2/2015,282.614014
8/3/2015,281.22699
8/4/2015,285.217987
8/5/2015,281.881989
8/6/2015,278.576996
8/7/2015,279.584991
8/8/2015,260.997009
8/9/2015,265.083008
8/10/2015,264.470001
8/11/2015,270.385986
8/12/2015,266.376007
8/13/2015,264.079987
8/14/2015,265.679993
8/15/2015,261.550995
8/16/2015,258.506989
8/17/2015,257.976013
8/18/2015,211.078995
8/19/2015,226.684006
8/20/2015,235.350006
8/21/2015,232.569
8/22/2015,230.389999
8/23/2015,228.169006
8/24/2015,210.494995
8/25/2015,221.608994
8/26/2015,225.830994
8/27/2015,224.768997
8/28/2015,231.395996
8/29/2015,229.779999
8/30/2015,228.761002
8/31/2015,230.056
9/1/2015,228.121002
9/2/2015,229.283997
9/3/2015,227.182999
9/4/2015,230.298004
9/5/2015,235.018997
9/6/2015,239.839996
9/7/2015,239.847
9/8/2015,243.606995
9/9/2015,238.167999
9/10/2015,238.477005
9/11/2015,240.106995
9/12/2015,235.229004
9/13/2015,230.511993
9/14/2015,230.643997
9/15/2015,230.304001
9/16/2015,229.091003
9/17/2015,229.809998
9/18/2015,232.975006
9/19/2015,231.492996
9/20/2015,231.212006
9/21/2015,227.085007
9/22/2015,230.617996
9/23/2015,230.283005
9/24/2015,234.529007
9/25/2015,235.143997
9/26/2015,234.339996
9/27/2015,232.757004
9/28/2015,239.141998
9/29/2015,236.686996
9/30/2015,236.059998
10/1/2015,237.548996
10/2/2015,237.292999
10/3/2015,238.729996
10/4/2015,238.259003
10/5/2015,240.382996
10/6/2015,246.063004
10/7/2015,242.968994
10/8/2015,242.304001
10/9/2015,243.931
10/10/2015,244.940994
10/11/2015,247.050003
10/12/2015,245.307999
10/13/2015,249.507996
10/14/2015,251.988998
10/15/2015,254.320007
10/16/2015,262.868988
10/17/2015,270.640015
10/18/2015,261.643005
10/19/2015,263.437012
10/20/2015,269.463013
10/21/2015,266.272003
10/22/2015,274.02301
10/23/2015,276.496002
10/24/2015,281.653992
10/25/2015,283.679993
10/26/2015,285.299988
10/27/2015,293.787994
10/28/2015,304.618011
10/29/2015,313.855011
10/30/2015,328.015015
10/31/2015,314.165985
11/1/2015,325.431
11/2/2015,361.188995
11/3/2015,403.416992
11/4/2015,411.562988
11/5/2015,386.354004
11/6/2015,374.470001
11/7/2015,386.481995
11/8/2015,373.368011
11/9/2015,380.256989
11/10/2015,336.819
11/11/2015,311.084015
11/12/2015,338.152008
11/13/2015,336.752991
11/14/2015,332.906006
11/15/2015,320.165985
11/16/2015,330.751007
11/17/2015,335.093994
11/18/2015,334.589996
11/19/2015,326.148987
11/20/2015,322.022003
11/21/2015,326.927002
11/22/2015,324.536011
11/23/2015,323.04599
11/24/2015,320.04599
11/25/2015,328.205994
11/26/2015,352.68399
11/27/2015,358.041992
11/28/2015,357.381012
11/29/2015,371.294006
11/30/2015,377.321014
12/1/2015,362.488007
12/2/2015,359.187012
12/3/2015,361.04599
12/4/2015,363.183014
12/5/2015,388.949005
12/6/2015,388.78299
12/7/2015,395.536011
12/8/2015,415.562988
12/9/2015,417.562988
12/10/2015,415.479004
12/11/2015,451.937988
12/12/2015,434.997009
12/13/2015,433.755005
12/14/2015,444.182007
12/15/2015,465.321014
12/16/2015,454.93399
12/17/2015,456.078003
12/18/2015,463.615997
12/19/2015,462.321991
12/20/2015,442.684998
12/21/2015,438.639008
12/22/2015,436.571991
12/23/2015,442.401001
12/24/2015,454.984985
12/25/2015,455.653015
12/26/2015,417.273987
12/27/2015,422.822998
12/28/2015,422.278992
12/29/2015,432.983002
12/30/2015,426.619995
12/31/2015,430.566986
1/1/2016,434.334015
1/2/2016,433.437988
1/3/2016,430.010986
1/4/2016,433.091003
1/5/2016,431.959991
1/6/2016,429.105011
1/7/2016,458.048004
1/8/2016,453.230011
1/9/2016,447.610992
1/10/2016,447.990997
1/11/2016,448.428009
1/12/2016,435.690002
1/13/2016,432.371002
1/14/2016,430.306
1/15/2016,364.330994
1/16/2016,387.536011
1/17/2016,382.299011
1/18/2016,387.167999
1/19/2016,380.148987
1/20/2016,420.230011
1/21/2016,410.261993
1/22/2016,382.492004
1/23/2016,387.490997
1/24/2016,402.971008
1/25/2016,391.726013
1/26/2016,392.153015
1/27/2016,394.971985
1/28/2016,380.289001
1/29/2016,379.473999
1/30/2016,378.255005
1/31/2016,368.766998
2/1/2016,373.056
2/2/2016,374.447998
2/3/2016,369.949005
2/4/2016,389.593994
2/5/2016,386.549011
2/6/2016,376.522003
2/7/2016,376.619995
2/8/2016,373.446991
2/9/2016,376.028992
2/10/2016,381.648987
2/11/2016,379.653992
2/12/2016,384.263
2/13/2016,391.859985
2/14/2016,407.230011
2/15/2016,400.184998
2/16/2016,407.488007
2/17/2016,416.321991
2/18/2016,422.372986
2/19/2016,420.785004
2/20/2016,437.164001
2/21/2016,438.798004
2/22/2016,437.747986
2/23/2016,420.735992
2/24/2016,424.954987
2/25/2016,424.544006
2/26/2016,432.152008
2/27/2016,432.519012
2/28/2016,433.503998
2/29/2016,437.696991
3/1/2016,435.122986
3/2/2016,423.989014
3/3/2016,421.651001
3/4/2016,410.938995
3/5/2016,400.570007
3/6/2016,407.707001
3/7/2016,414.321014
3/8/2016,413.971985
3/9/2016,414.859985
3/10/2016,417.131012
3/11/2016,421.690002
3/12/2016,411.623993
3/13/2016,414.065002
3/14/2016,416.437988
3/15/2016,416.829987
3/16/2016,417.010986
3/17/2016,420.621002
3/18/2016,409.548004
3/19/2016,410.444
3/20/2016,413.755005
3/21/2016,413.307007
3/22/2016,418.088989
3/23/2016,418.040985
3/24/2016,416.394012
3/25/2016,417.177002
3/26/2016,417.945007
3/27/2016,426.765015
3/28/2016,424.230988
3/29/2016,416.515991
3/30/2016,414.81601
3/31/2016,416.729004
4/1/2016,417.959991
4/2/2016,420.872986
4/3/2016,420.903992
4/4/2016,421.444
4/5/2016,424.029999
4/6/2016,423.412994
4/7/2016,422.744995
4/8/2016,420.348999
4/9/2016,419.411011
4/10/2016,421.563995
4/11/2016,422.483002
4/12/2016,425.190002
4/13/2016,423.734009
4/14/2016,424.282013
4/15/2016,429.713013
4/16/2016,430.571991
4/17/2016,427.398987
4/18/2016,428.591003
4/19/2016,435.509003
4/20/2016,441.389008
4/21/2016,449.424988
4/22/2016,445.737
4/23/2016,450.282013
4/24/2016,458.554993
4/25/2016,461.425995
4/26/2016,466.088989
4/27/2016,444.687012
4/28/2016,449.010986
4/29/2016,455.096985
4/30/2016,448.317993
5/1/2016,451.875
5/2/2016,444.669006
5/3/2016,450.303986
5/4/2016,446.721985
5/5/2016,447.976013
5/6/2016,459.602997
5/7/2016,458.536011
5/8/2016,458.548004
5/9/2016,460.483002
5/10/2016,450.894989
5/11/2016,452.727997
5/12/2016,454.765991
5/13/2016,455.670013
5/14/2016,455.67099
5/15/2016,457.567993
5/16/2016,454.162994
5/17/2016,453.78299
5/18/2016,454.618988
5/19/2016,438.714996
5/20/2016,442.675995
5/21/2016,443.187988
5/22/2016,439.322998
5/23/2016,444.154999
5/24/2016,445.980988
5/25/2016,449.598999
5/26/2016,453.384003
5/27/2016,473.463989
5/28/2016,530.039978
5/29/2016,526.232971
5/30/2016,533.864014
5/31/2016,531.385986
6/1/2016,536.919983
6/2/2016,537.971985
6/3/2016,569.19397
6/4/2016,572.72699
6/5/2016,574.97699
6/6/2016,585.536987
6/7/2016,576.596985
6/8/2016,581.64502
6/9/2016,574.630005
6/10/2016,577.469971
6/11/2016,606.72699
6/12/2016,672.783997
6/13/2016,704.375977
6/14/2016,685.559021
6/15/2016,694.468994
6/16/2016,766.307983
6/17/2016,748.908997
6/18/2016,756.22699
6/19/2016,763.781006
6/20/2016,737.226013
6/21/2016,666.651978
6/22/2016,596.116028
6/23/2016,623.97699
6/24/2016,665.299011
6/25/2016,665.122986
6/26/2016,629.367004
6/27/2016,655.275024
6/28/2016,647.000977
6/29/2016,639.890015
6/30/2016,673.336975
7/1/2016,676.296021
7/2/2016,703.702026
7/3/2016,658.664001
7/4/2016,683.661987
7/5/2016,670.627014
7/6/2016,677.330994
7/7/2016,640.562012
7/8/2016,666.52301
7/9/2016,650.960022
7/10/2016,649.359985
7/11/2016,647.658997
7/12/2016,664.551025
7/13/2016,654.468018
7/14/2016,658.078003
7/15/2016,663.255005
7/16/2016,660.767029
7/17/2016,679.458984
7/18/2016,673.106018
7/19/2016,672.864014
7/20/2016,665.684998
7/21/2016,665.012024
7/22/2016,650.619019
7/23/2016,655.55603
7/24/2016,661.284973
7/25/2016,654.096985
7/26/2016,651.783997
7/27/2016,654.35199
7/28/2016,655.034973
7/29/2016,656.992004
7/30/2016,655.046997
7/31/2016,624.68103
8/1/2016,606.271973
8/2/2016,547.465027
8/3/2016,566.35498
8/4/2016,578.289001
8/5/2016,575.04303
8/6/2016,587.778015
8/7/2016,592.690002
8/8/2016,591.054016
8/9/2016,587.801025
8/10/2016,592.103027
8/11/2016,589.119995
8/12/2016,587.559021
8/13/2016,585.588013
8/14/2016,570.473022
8/15/2016,567.23999
8/16/2016,577.439026
8/17/2016,573.216003
8/18/2016,574.317993
8/19/2016,575.630005
8/20/2016,581.697021
8/21/2016,581.307983
8/22/2016,586.752991
8/23/2016,583.414978
8/24/2016,580.182007
8/25/2016,577.760986
8/26/2016,579.651001
8/27/2016,569.947021
8/28/2016,573.911987
8/29/2016,574.106995
8/30/2016,577.502991
8/31/2016,575.471985
9/1/2016,572.302979
9/2/2016,575.536987
9/3/2016,598.211975
9/4/2016,608.633972
9/5/2016,606.590027
9/6/2016,610.435974
9/7/2016,614.544006
9/8/2016,626.315979
9/9/2016,622.861023
9/10/2016,623.508972
9/11/2016,606.718994
9/12/2016,608.242981
9/13/2016,609.241028
9/14/2016,610.684021
9/15/2016,607.155029
9/16/2016,606.973022
9/17/2016,605.984009
9/18/2016,609.874023
9/19/2016,609.22699
9/20/2016,608.312012
9/21/2016,597.148987
9/22/2016,596.297974
9/23/2016,602.84198
9/24/2016,602.625
9/25/2016,600.825989
9/26/2016,608.04303
9/27/2016,606.166016
9/28/2016,604.728027
9/29/2016,605.692993
9/30/2016,609.734985
10/1/2016,613.982971
10/2/2016,610.892029
10/3/2016,612.132996
10/4/2016,610.203979
10/5/2016,612.510986
10/6/2016,613.020996
10/7/2016,617.120972
10/8/2016,619.107971
10/9/2016,616.752014
10/10/2016,618.994019
10/11/2016,641.072021
10/12/2016,636.192017
10/13/2016,636.786011
10/14/2016,640.377991
10/15/2016,638.645996
10/16/2016,641.630981
10/17/2016,639.192993
10/18/2016,637.960022
10/19/2016,630.52002
10/20/2016,630.856995
10/21/2016,632.828003
10/22/2016,657.294006
10/23/2016,657.070984
10/24/2016,653.760986
10/25/2016,657.588013
10/26/2016,678.304016
10/27/2016,688.312988
10/28/2016,689.651001
10/29/2016,714.479004
10/30/2016,701.864014
10/31/2016,700.971985
11/1/2016,729.79303
11/2/2016,740.828979
11/3/2016,688.700012
11/4/2016,703.234985
11/5/2016,703.41803
11/6/2016,711.521973
11/7/2016,703.130981
11/8/2016,709.848022
11/9/2016,723.27301
11/10/2016,715.533997
11/11/2016,716.411011
11/12/2016,705.054016
11/13/2016,702.031006
11/14/2016,705.020996
11/15/2016,711.619019
11/16/2016,744.197998
11/17/2016,740.97699
11/18/2016,751.585022
11/19/2016,751.616028
11/20/2016,731.026001
11/21/2016,739.247986
11/22/2016,751.346985
11/23/2016,744.593994
11/24/2016,740.289001
11/25/2016,741.648987
11/26/2016,735.382019
11/27/2016,732.034973
11/28/2016,735.812988
11/29/2016,735.604004
11/30/2016,745.690979
12/1/2016,756.773987
12/2/2016,777.94397
12/3/2016,771.155029
12/4/2016,773.872009
12/5/2016,758.700012
12/6/2016,764.223999
12/7/2016,768.132019
12/8/2016,770.809998
12/9/2016,772.794006
12/10/2016,774.650024
12/11/2016,769.731018
12/12/2016,780.086975
12/13/2016,780.55603
12/14/2016,781.481018
12/15/2016,778.088013
12/16/2016,784.906982
12/17/2016,790.828979
12/18/2016,790.530029
12/19/2016,792.713989
12/20/2016,800.875977
12/21/2016,834.281006
12/22/2016,864.539978
12/23/2016,921.984009
12/24/2016,898.822021
12/25/2016,896.182983
12/26/2016,907.609985
12/27/2016,933.197998
12/28/2016,975.921021
12/29/2016,973.497009
12/30/2016,961.237976
12/31/2016,963.742981
1/1/2017,998.325012
1/2/2017,1021.75
1/3/2017,1043.839966
1/4/2017,1154.72998
1/5/2017,1013.380005
1/6/2017,902.200989
1/7/2017,908.585022
1/8/2017,911.198975
1/9/2017,902.828003
1/10/2017,907.679016
1/11/2017,777.757019
1/12/2017,804.833984
1/13/2017,823.984009
1/14/2017,818.411987
1/15/2017,821.797974
1/16/2017,831.533997
1/17/2017,907.937988
1/18/2017,886.617981
1/19/2017,899.072998
1/20/2017,895.026001
1/21/2017,921.789001
1/22/2017,924.672974
1/23/2017,921.012024
1/24/2017,892.687012
1/25/2017,901.541992
1/26/2017,917.585999
1/27/2017,919.75
1/28/2017,921.590027
1/29/2017,919.495972
1/30/2017,920.382019
1/31/2017,970.403015
2/1/2017,989.02301
2/2/2017,1011.799988
2/3/2017,1029.910034
2/4/2017,1042.900024
2/5/2017,1027.339966
2/6/2017,1038.150024
2/7/2017,1061.349976
2/8/2017,1063.069946
2/9/2017,994.382996
2/10/2017,988.674011
2/11/2017,1004.450012
2/12/2017,999.18103
2/13/2017,990.642029
2/14/2017,1004.549988
2/15/2017,1007.47998
2/16/2017,1027.439941
2/17/2017,1046.209961
2/18/2017,1054.420044
2/19/2017,1047.869995
2/20/2017,1079.97998
2/21/2017,1115.300049
2/22/2017,1117.439941
2/23/2017,1166.719971
2/24/2017,1173.680054
2/25/2017,1143.839966
2/26/2017,1165.199951
2/27/2017,1179.969971
2/28/2017,1179.969971
3/1/2017,1222.5
3/2/2017,1251.01001
3/3/2017,1274.98999
3/4/2017,1255.150024
3/5/2017,1267.119995
3/6/2017,1272.829956
3/7/2017,1223.540039
3/8/2017,1150
3/9/2017,1188.48999
3/10/2017,1116.719971
3/11/2017,1175.829956
3/12/2017,1221.380005
3/13/2017,1231.920044
3/14/2017,1240
3/15/2017,1249.609985
3/16/2017,1187.810059
3/17/2017,1100.22998
3/18/2017,973.817993
3/19/2017,1036.73999
3/20/2017,1054.22998
3/21/2017,1120.540039
3/22/2017,1049.140015
3/23/2017,1038.589966
3/24/2017,937.52002
3/25/2017,972.778992
3/26/2017,966.724976
3/27/2017,1045.77002
3/28/2017,1047.150024
3/29/2017,1039.969971
3/30/2017,1026.430054
3/31/2017,1071.790039
4/1/2017,1080.5
4/2/2017,1102.170044
4/3/2017,1143.810059
4/4/2017,1133.25
4/5/2017,1124.780029
4/6/2017,1182.680054
4/7/2017,1176.900024
4/8/2017,1175.949951
4/9/2017,1187.869995
4/10/2017,1187.130005
4/11/2017,1205.01001
4/12/2017,1200.369995
4/13/2017,1169.280029
4/14/2017,1167.540039
4/15/2017,1172.52002
4/16/2017,1182.939941
4/17/2017,1193.910034
4/18/2017,1211.670044
4/19/2017,1210.290039
4/20/2017,1229.079956
4/21/2017,1222.050049
4/22/2017,1231.709961
4/23/2017,1207.209961
4/24/2017,1250.150024
4/25/2017,1265.48999
4/26/2017,1281.079956
4/27/2017,1317.72998
4/28/2017,1316.47998
4/29/2017,1321.790039
4/30/2017,1347.890015
5/1/2017,1421.599976
5/2/2017,1452.819946
5/3/2017,1490.089966
5/4/2017,1537.670044
5/5/2017,1555.449951
5/6/2017,1578.800049
5/7/2017,1596.709961
5/8/2017,1723.349976
5/9/2017,1755.359985
5/10/2017,1787.130005
5/11/2017,1848.569946
5/12/2017,1724.23999
5/13/2017,1804.910034
5/14/2017,1808.910034
5/15/2017,1738.430054
5/16/2017,1734.449951
5/17/2017,1839.089966
5/18/2017,1888.650024
5/19/2017,1987.709961
5/20/2017,2084.72998
5/21/2017,2041.199951
5/22/2017,2173.399902
5/23/2017,2320.419922
5/24/2017,2443.639893
5/25/2017,2304.97998
5/26/2017,2202.419922
5/27/2017,2038.869995
5/28/2017,2155.800049
5/29/2017,2255.610107
5/30/2017,2175.469971
5/31/2017,2286.409912
6/1/2017,2407.879883
6/2/2017,2488.550049
6/3/2017,2515.350098
6/4/2017,2511.810059
6/5/2017,2686.810059
6/6/2017,2863.199951
6/7/2017,2732.159912
6/8/2017,2805.620117
6/9/2017,2823.810059
6/10/2017,2947.709961
6/11/2017,2958.110107
6/12/2017,2659.629883
6/13/2017,2717.02002
6/14/2017,2506.370117
6/15/2017,2464.580078
6/16/2017,2518.560059
6/17/2017,2655.879883
6/18/2017,2548.290039
6/19/2017,2589.600098
6/20/2017,2721.790039
6/21/2017,2689.100098
6/22/2017,2705.409912
6/23/2017,2744.909912
6/24/2017,2608.719971
6/25/2017,2589.409912
6/26/2017,2478.449951
6/27/2017,2552.449951
6/28/2017,2574.790039
6/29/2017,2539.320068
6/30/2017,2480.840088
7/1/2017,2434.550049
7/2/2017,2506.469971
7/3/2017,2564.060059
7/4/2017,2601.639893
7/5/2017,2601.98999
7/6/2017,2608.560059
7/7/2017,2518.659912
7/8/2017,2571.340088
7/9/2017,2518.439941
7/10/2017,2372.560059
7/11/2017,2337.790039
7/12/2017,2398.840088
7/13/2017,2357.899902
7/14/2017,2233.340088
7/15/2017,1998.859985
7/16/2017,1929.819946
7/17/2017,2228.409912
7/18/2017,2318.879883
7/19/2017,2273.429932
7/20/2017,2817.600098
7/21/2017,2667.76001
7/22/2017,2810.120117
7/23/2017,2730.399902
7/24/2017,2754.860107
7/25/2017,2576.47998
7/26/2017,2529.449951
7/27/2017,2671.780029
7/28/2017,2809.01001
7/29/2017,2726.449951
7/30/2017,2757.179932
7/31/2017,2875.340088
8/1/2017,2718.26001
8/2/2017,2710.669922
8/3/2017,2804.72998
8/4/2017,2895.889893
8/5/2017,3252.909912
8/6/2017,3213.939941
8/7/2017,3378.939941
8/8/2017,3419.939941
8/9/2017,3342.469971
8/10/2017,3381.280029
8/11/2017,3650.620117
8/12/2017,3884.709961
8/13/2017,4073.26001
8/14/2017,4325.129883
8/15/2017,4181.930176
8/16/2017,4376.629883
8/17/2017,4331.689941
8/18/2017,4160.620117
8/19/2017,4193.700195
8/20/2017,4087.659912
8/21/2017,4001.73999
8/22/2017,4100.52002
8/23/2017,4151.52002
8/24/2017,4334.680176
8/25/2017,4371.600098
8/26/2017,4352.399902
8/27/2017,4382.879883
8/28/2017,4382.660156
8/29/2017,4579.02002
8/30/2017,4565.299805
8/31/2017,4703.390137
9/1/2017,4892.009766
9/2/2017,4578.77002
9/3/2017,4582.959961
9/4/2017,4236.310059
9/5/2017,4376.529785
9/6/2017,4597.120117
9/7/2017,4599.879883
9/8/2017,4228.75
9/9/2017,4226.060059
9/10/2017,4122.939941
9/11/2017,4161.27002
9/12/2017,4130.810059
9/13/2017,3882.590088
9/14/2017,3154.949951
9/15/2017,3637.52002
9/16/2017,3625.040039
9/17/2017,3582.879883
9/18/2017,4065.199951
9/19/2017,3924.969971
9/20/2017,3905.949951
9/21/2017,3631.040039
9/22/2017,3630.699951
9/23/2017,3792.399902
9/24/2017,3682.840088
9/25/2017,3926.070068
9/26/2017,3892.350098
9/27/2017,4200.669922
9/28/2017,4174.72998
9/29/2017,4163.069824
9/30/2017,4338.709961
10/1/2017,4403.740234
10/2/2017,4409.319824
10/3/2017,4317.47998
10/4/2017,4229.359863
10/5/2017,4328.410156
10/6/2017,4370.810059
10/7/2017,4426.890137
10/8/2017,4610.47998
10/9/2017,4772.02002
10/10/2017,4781.990234
10/11/2017,4826.47998
10/12/2017,5446.910156
10/13/2017,5647.209961
10/14/2017,5831.790039
10/15/2017,5678.189941
10/16/2017,5725.589844
10/17/2017,5605.509766
10/18/2017,5590.689941
10/19/2017,5708.52002
10/20/2017,6011.450195
10/21/2017,6031.600098
10/22/2017,6008.419922
10/23/2017,5930.319824
10/24/2017,5526.640137
10/25/2017,5750.799805
10/26/2017,5904.830078
10/27/2017,5780.899902
10/28/2017,5753.089844
10/29/2017,6153.850098
10/30/2017,6130.529785
10/31/2017,6468.399902
11/1/2017,6767.310059
11/2/2017,7078.5
11/3/2017,7207.759766
11/4/2017,7379.950195
11/5/2017,7407.410156
